element,ion,wavelength,rel_intensity
Sr,II,291.055,987
Sr,II,511.523,937
Sr,II,891.897,75
Sr,II,881.819,580
Sr,II,258.019,956
Sr,II,538.731,912
Sr,II,504.81,820
Sr,II,396.125,421
Sr,II,735.306,103
Sr,II,647.079,411
Sr,II,660.53,582
Sr,II,358.406,97
Sr,II,471.574,638
Sr,II,504.583,374
Sr,II,732.585,989
Sr,II,853.128,927
Y,I,679.935,768
Y,I,606.79,302
Y,I,667.778,251
Y,I,781.897,740
Y,I,546.155,183
Y,I,485.891,304
Y,I,220.808,477
Y,I,488.513,956
Y,I,512.279,253
Y,I,696.088,490
Y,I,288.491,324
Y,I,230.427,238
Y,I,506.346,910
Y,I,273.063,744
Y,I,206.12,636
Y,I,826.456,765
Y,I,393.288,261
Y,I,643.894,681
Y,I,319.438,714
Y,I,652.929,191
Y,I,775.104,397
Y,I,763.146,683
Y,I,597.883,577
Y,I,532.344,903
Y,I,310.571,451
Y,I,854.349,83
Y,I,505.435,573
Y,I,532.472,894
Y,I,601.561,895
Y,I,598.684,574
Y,I,537.711,431
Y,I,646.638,970
Y,I,812.544,838
Y,I,424.37,194
Y,I,336.569,561
Y,I,534.195,217
Y,I,398.207,986
Y,I,316.988,558
Y,I,701.118,940
Y,I,304.325,250
Y,I,529.006,138
Y,I,799.706,784
Y,I,508.163,984
Y,I,633.994,514
Y,I,723.117,368
Y,I,314.988,507
Y,I,412.343,970
Y,I,348.184,58
Y,I,632.195,814
Y,I,492.297,311
Y,I,376.549,599
Y,I,206.709,336
Y,I,213.531,534
Y,I,518.507,371
Y,I,507.6,131
Y,I,611.134,210
Y,I,781.692,974
Y,I,631.097,720
Y,I,645.29,869
Y,I,218.28,536
Y,I,797.24,644
Y,I,605.091,177
Y,I,262.356,153
Y,I,674.426,936
Y,I,588.811,810
Y,I,217.427,912
Y,I,356.098,665
Y,I,361.611,438
Y,I,853.273,684
Y,I,403.949,108
Y,I,759.925,810
Y,I,235.181,196
Y,I,567.357,968
Y,I,508.189,661
Y,I,513.402,887
Y,I,691.806,769
Y,I,203.555,524
Y,I,559.07,179
Y,I,750.317,683
Y,I,537.056,383
Y,I,730.113,989
Y,I,423.352,765
Y,I,429.466,355
Y,I,356.185,521
Y,I,473.104,501
Y,I,716.451,405
Y,I,420.5,206
Y,I,299.206,606
Y,I,813.011,279
Y,I,413.33,453
Y,II,612.808,566
Y,II,849.042,555
Y,II,212.894,862
Y,II,878.661,903
Y,II,307.876,464
Y,II,816.31,785
Y,II,601.939,343
Y,II,398.484,734
Y,II,468.775,284
Y,II,262.275,163
Y,II,609.611,486
Y,II,539.673,396
Y,II,832.729,85
Y,II,344.435,589
Y,II,390.539,291
Y,II,472.509,524
Y,II,849.146,657
Y,II,284.81,986
Y,II,565.666,535
Y,II,520.996,54
Y,II,563.053,771
Y,II,349.068,907
Y,II,744.891,744
Y,II,296.665,440
Y,II,866.397,95
Y,II,870.214,949
Y,II,422.002,115
Y,II,495.48,198
Y,II,571.618,524
Y,II,241.909,978
Y,II,420.068,579
Y,II,618.189,798
Y,II,747.5,563
Y,II,803.131,487
Y,II,881.875,90
Y,II,418.387,923
Y,II,464.932,941
Y,II,269.114,512
Y,II,520.262,226
Y,II,347.951,470
Y,II,352.967,55
Y,II,350.243,994
Y,II,816.216,475
Y,II,489.9,322
Y,II,879.846,488
Y,II,470.511,697
Y,II,891.211,666
Y,II,684.766,472
Y,II,862.78,865
Y,II,632.194,484
Y,II,408.707,194
Y,II,683.721,653
Y,II,424.624,500
Y,II,783.392,845
Y,II,643.879,982
Y,II,383.969,307
Y,II,521.681,172
Y,II,799.744,185
Y,II,886.508,269
Y,II,585.397,378
Y,II,862.045,526
Y,II,498.055,222
Y,II,512.762,286
Y,II,636.799,874
Y,II,865.235,455
Y,II,799.356,446
Y,II,697.985,759
Y,II,731.981,746
Y,II,694.461,812
Y,II,494.879,1000
Y,II,481.007,443
Y,II,539.273,389
Y,II,899.268,987
Y,II,272.165,596
Y,II,362.378,746
Y,II,831.474,690
Zr,I,628.349,425
Zr,I,332.183,500
Zr,I,217.275,517
Zr,I,788.453,359
Zr,I,543.219,456
Zr,I,672.628,120
Zr,I,422.965,645
Zr,I,689.529,877
Zr,I,635.517,307
Zr,I,404.469,513
Zr,I,550.856,863
Zr,I,748.721,337
Zr,I,873.361,911
Zr,I,538.043,457
Zr,I,733.545,332
Zr,I,352.598,923
Zr,I,634.336,437
Zr,I,738.743,457
Zr,I,260.521,368
Zr,I,699.344,221
Zr,I,598.157,622
Zr,I,351.373,951
Zr,I,208.534,582
Zr,I,786.834,434
Zr,I,690.663,734
Zr,I,558.145,116
Zr,I,643.256,809
Zr,I,703.084,817
Zr,I,322.52,250
Zr,I,672.345,167
Zr,I,486.978,194
Zr,I,311.969,544
Zr,I,441.842,959
Zr,I,255.538,796
Zr,I,853.749,367
Zr,I,727.185,157
Zr,I,850.736,939
Zr,I,271.544,830
Zr,I,722.859,654
Zr,I,420.684,638
Zr,I,309.013,673
Zr,I,410.425,164
Zr,I,547.515,870
Zr,I,571.316,902
Zr,I,604.734,319
Zr,I,872.872,967
Zr,I,870.85,934
Zr,I,374.959,57
Zr,I,209.79,874
Zr,I,298.684,942
Zr,I,640.919,194
Zr,I,463.385,863
Zr,I,524.467,678
Zr,I,755.923,465
Zr,I,261.695,614
Zr,I,685.303,552
Zr,I,232.509,460
Zr,I,674.744,450
Zr,I,360.365,467
Zr,I,720.122,995
Zr,I,404.735,948
Zr,I,515.594,597
Zr,I,301.728,137
Zr,I,281.563,434
Zr,I,436.219,481
Zr,I,469.408,804
Zr,I,845.837,159
Zr,I,732.339,920
Zr,I,871.106,460
Zr,I,834.89,398
Zr,I,352.822,560
Zr,I,863.577,193
Zr,I,385.641,617
Zr,I,306.069,999
Zr,I,585.463,326
Zr,I,474.274,202
Zr,I,606.2,391
Zr,I,654.638,553
Zr,I,420.588,110
Zr,I,657.283,202
Zr,II,651.938,606
Zr,II,323.435,63
Zr,II,811.995,762
Zr,II,356.442,699
Zr,II,272.553,489
Zr,II,391.105,424
Zr,II,760.35,87
Zr,II,763.263,118
Zr,II,657.251,194
Zr,II,234.716,196
Zr,II,866.742,155
Zr,II,616.578,754
Zr,II,399.503,255
Zr,II,419.914,510
Zr,II,586.004,137
Zr,II,319.963,306
Zr,II,746.248,819
Zr,II,766.912,721
Zr,II,869.448,432
Zr,II,828.657,557
Zr,II,662.198,232
Zr,II,678.933,305
Zr,II,287.728,310
Zr,II,745.639,105
Zr,II,703.444,751
Zr,II,709.175,872
Zr,II,416.496,592
Zr,II,542.165,62
Zr,II,836.082,209
Zr,II,203.62,621
Zr,II,728.619,331
Zr,II,521.052,881
Zr,II,568.957,536
Zr,II,588.237,388
Zr,II,387.571,172
Zr,II,698.874,220
Zr,II,525.879,569
Zr,II,494.677,821
Zr,II,841.521,856
Zr,II,561.149,850
Zr,II,744.025,717
Zr,II,215.566,986
Zr,II,473.154,194
Zr,II,624.478,431
Zr,II,412.252,368
Zr,II,637.882,475
Zr,II,791.606,203
Zr,II,210.518,791
Zr,II,601.573,847
Zr,II,319.647,486
Zr,II,425.309,596
Zr,II,661.679,374
Zr,II,631.186,917
Zr,II,630.148,790
Zr,II,568.072,217
Zr,II,643.971,940
Zr,II,522.322,383
Zr,II,312.085,264
Zr,II,245.92,985
Zr,II,366.031,134
Zr,II,308.562,505
Zr,II,530.102,854
Zr,II,491.561,375
Zr,II,467.994,62
Zr,II,881.854,953
Zr,II,839.317,799
Zr,II,204.553,492
Zr,II,263.949,975
Zr,II,606.743,311
Zr,II,564.388,694
Zr,II,583.528,800
Zr,II,217.015,351
Zr,II,382.957,497
Zr,II,659.313,794
Zr,II,721.431,929
Zr,II,474.104,320
Zr,II,295.32,813
